H1,H3,ER1,ER3,TD1,TD3,H2,W,S,EDW,SIGMA,H,FNAME,Z0SE(1_SE),S0SE(1_SE),KBSENB(1_1),KFSENB(1_1),A(1_1)
6.4229,6.2687,3.2395,3.3149,0.0011025,0.025537,0.33149,8.3781,3.7832,0.13425,5.00E+07,15,SPIMDL00113.TAB,44.00786861352613,1.6556610515491223E8,0.06340393473861597,-3.12698933326492E-12,0.370792038601929
6.4307,2.2015,4.3877,3.4751,0.046021,0.025058,1.7772,7.0315,14.419,0.18085,5.00E+07,15,SPIMDL00114.TAB,26.031376256061105,1.5517916034331983E8,0.001763381412397441,1.3747556923938956E-12,0.5833106082382229
5.8436,7.2075,4.0803,4.6274,0.030025,0.021848,0.98461,2.529,24.537,0.21492,5.00E+07,15,SPIMDL00115.TAB,60.567696740862175,1.4335695690199333E8,0.0010925578068898697,5.039702217454039E-13,0.5097295551346777
2.8822,11.925,3.3734,3.1776,0.0012133,0.017123,1.5587,3.8636,14.508,0.031977,5.00E+07,15,SPIMDL00116.TAB,47.541512835797015,1.6528704227410254E8,0.008326914046316438,-2.978009160806602E-12,0.24900079385808865
6.4685,10.322,4.2377,3.3768,0.026875,0.0074211,0.7664,7.8424,2.5916,0.40725,5.00E+07,15,SPIMDL00117.TAB,46.60189132154162,1.5304545083294863E8,0.1193776550822265,-6.994235940571406E-11,0.680312271533329
5.4374,6.8042,4.0816,3.4072,0.034208,0.024225,1.8173,8.4703,22.434,0.70749,5.00E+07,15,SPIMDL00118.TAB,36.392259810506715,1.550782628115468E8,0.0010883319900961254,-8.773231548686718E-13,0.5184004787606739
4.5917,8.6528,3.1108,3.5662,0.0072456,0.047639,0.79574,5.0787,20.295,0.59004,5.00E+07,15,SPIMDL00119.TAB,51.700505443580056,1.6461235575514176E8,0.0019529389014302134,1.4325125572015879E-12,0.6720847333999672
3.0363,4.8887,4.5098,4.1071,0.015603,0.034133,2.4856,5.6123,5.9969,0.18386,5.00E+07,15,SPIMDL00120.TAB,28.959758127689245,1.4449330346008563E8,0.0331226321273848,-1.2181724782693487E-11,0.6526270049086139
5.687,5.1921,3.8576,4.5744,0.0067551,0.043526,1.5457,2.0136,19.411,0.51836,5.00E+07,15,SPIMDL00121.TAB,58.22795521122333,1.450002430972803E8,0.0021065555805155362,7.397073414564932E-13,0.7420764075887002
1.7042,11.208,3.7572,3.7948,0.021745,0.048245,1.545,3.1301,34.439,0.011176,5.00E+07,15,SPIMDL00122.TAB,35.356884240479765,1.543580298441069E8,5.51922622446431E-5,3.549393492543035E-14,0.8216125480241946
6.7916,6.1687,3.1651,3.4632,0.016619,0.0035077,1.7246,3.2256,9.8254,0.57211,5.00E+07,15,SPIMDL00123.TAB,63.946754977144955,1.6412354715627515E8,0.03221273703020126,2.2077176333560546E-12,0.13619302658962018
6.1016,8.6683,4.0575,3.6755,0.0049533,0.03513,2.2796,6.8258,23.711,0.25105,5.00E+07,15,SPIMDL00124.TAB,41.816959746281384,1.5260307421413374E8,0.002692641865208332,-1.2882498888959495E-12,0.5570576188678155
6.385,8.8957,3.0682,3.7811,0.010742,0.01356,1.2152,8.5054,32.708,0.24366,5.00E+07,15,SPIMDL00125.TAB,44.7791358948101,1.6217298452202043E8,3.866020012090826E-4,3.9016565787507286E-13,0.2460531554377546
5.1956,7.3141,4.3246,3.5388,0.030411,0.028711,1.3964,4.6578,12.33,0.56957,5.00E+07,15,SPIMDL00126.TAB,48.395998740115296,1.5134325887429297E8,0.012725716617284201,-7.984300069422985E-12,0.5766316681734162
4.6037,6.5631,3.1912,4.4651,0.036156,0.047977,2.4941,3.6079,25.672,0.29017,5.00E+07,15,SPIMDL00127.TAB,44.38315468843531,1.521544174357989E8,8.522965248514262E-4,1.8920496570695306E-12,0.8759428189013209
5.2701,5.108,3.7988,3.2481,0.01189,0.023452,0.31397,5.2141,25.205,0.16714,5.00E+07,15,SPIMDL00128.TAB,49.31524608399896,1.600082062056119E8,1.0808939182239591E-4,4.1958441363194278E-16,0.3973853894068548
5.6107,9.7078,3.0543,4.0803,0.013215,0.024368,1.0915,5.452,19.497,0.41744,5.00E+07,15,SPIMDL00129.TAB,52.916505408909416,1.5936008389861876E8,0.005123612583387015,6.240424359108042E-12,0.41233543468086653
5.3875,12.784,3.5607,3.1503,0.0012777,0.027837,1.8436,4.383,34.009,0.16856,5.00E+07,15,SPIMDL00130.TAB,56.516322438878994,1.6347056575553894E8,8.966370711056236E-4,-7.93643013387819E-13,0.39727241345276904
1.8595,12.96,3.6783,4.6905,0.03786,0.032865,1.5716,5.7637,7.2956,0.12544,5.00E+07,15,SPIMDL00131.TAB,27.274838459011793,1.4971342090064833E8,0.024967668358216063,3.653780294195795E-11,0.6763261269530918
1.7482,7.6289,3.1533,4.1753,0.046709,0.0133,2.1568,6.7688,26.612,0.301,5.00E+07,15,SPIMDL00132.TAB,24.690953649430252,1.6004618255593213E8,9.424103257954787E-5,2.705807184329383E-13,0.4116868438283536
1.7367,3.5229,3.3556,4.1573,0.040897,0.044652,2.0495,2.9292,25.315,0.014714,5.00E+07,15,SPIMDL00133.TAB,30.93974472633841,1.546343433994921E8,5.010990119656815E-6,9.04754623676194E-15,0.8371134341057638
3.7308,8.4937,3.9743,4.3529,0.033239,0.024012,0.40122,7.8487,24.098,0.31972,5.00E+07,15,SPIMDL00134.TAB,35.084363781587605,1.4762267595921236E8,3.089958042431549E-4,2.399066516627886E-13,0.5393510043677913
5.8439,10.871,4.1823,3.8015,0.027434,0.041256,1.9867,4.7548,14.919,0.0028751,5.00E+07,15,SPIMDL00135.TAB,47.99049912313445,1.5008056460230863E8,0.018589485489524417,-7.334768769330517E-12,0.7421727601201915
6.7708,10.359,4.2819,4.2199,0.0181,0.0031527,1.0106,3.2967,22.782,0.034348,5.00E+07,15,SPIMDL00136.TAB,63.22957243852945,1.4541824397412947E8,0.004660674227274942,-2.6764274717761157E-13,0.1496443973711188
3.1561,5.0275,3.5876,4.4749,0.026517,0.036343,2.1258,3.3224,23.253,0.14489,5.00E+07,15,SPIMDL00137.TAB,38.947087482983505,1.488368669508175E8,2.4276434096914774E-4,4.841413501414997E-13,0.6814809663165093
4.0805,3.0356,3.2903,4.0788,0.019009,0.038336,1.9905,3.055,33.17,0.15388,5.00E+07,15,SPIMDL00138.TAB,39.99241108043357,1.541506009128557E8,3.0201555025389968E-6,3.113033360943534E-15,0.6690148795441466
5.6472,11.192,4.6154,4.2201,0.021519,0.011059,1.8895,2.7187,33.444,0.44508,5.00E+07,15,SPIMDL00139.TAB,59.47014558072912,1.4273055319876254E8,8.103261146655579E-4,-5.439823777801743E-13,0.3067374485148124
4.9713,11.424,3.8572,3.1876,0.027191,0.0038586,1.4938,2.6872,25.859,0.17614,5.00E+07,15,SPIMDL00140.TAB,65.73238143839008,1.5974337237922662E8,0.002062693822248192,-2.4856660659886157E-12,0.19933694249067335
1.9475,10.3,4.2039,4.0743,0.006578,0.00891,1.5191,6.9309,31.936,0.41944,5.00E+07,15,SPIMDL00141.TAB,26.203576039027805,1.469617583610143E8,5.012305043623638E-5,-6.572263299086529E-14,0.17807376397004265
3.0827,6.3907,3.6099,3.9956,0.019221,0.028918,1.1708,5.3785,34.279,0.40663,5.00E+07,15,SPIMDL00142.TAB,37.47839590962894,1.5418285396708605E8,7.079766739480307E-6,9.263124656016905E-15,0.5178006944150925
3.5801,12.097,3.9931,3.4342,0.013561,0.0231,1.3412,2.4599,7.3619,0.25482,5.00E+07,15,SPIMDL00143.TAB,58.914654455215484,1.552024291018632E8,0.045283176138513126,-2.8932802248845816E-11,0.4299235122490038
4.4336,3.9686,4.5003,4.6861,0.017455,0.038432,0.35764,4.9886,20.887,0.74223,5.00E+07,15,SPIMDL00144.TAB,37.45175428697973,1.3980183322309873E8,8.826372335588674E-5,-5.2449101395941605E-15,0.7332752978381853
3.3749,7.0765,3.2802,4.2617,0.036708,0.016912,1.364,8.4548,23.473,0.11371,5.00E+07,15,SPIMDL00145.TAB,30.431943245638887,1.5590442542746776E8,3.248358948575727E-4,7.188208450977016E-13,0.4265751664872699
2.1183,3.0847,3.3345,3.778,0.023317,0.044041,2.103,5.9361,3.2236,0.63482,5.00E+07,15,SPIMDL00146.TAB,25.436332798324283,1.5907005547520325E8,0.03727150537965523,3.7142185389504495E-11,1.5086891111954166
6.5598,8.7506,4.6272,3.1912,0.027165,0.013366,1.2373,7.3538,14.515,0.58946,5.00E+07,15,SPIMDL00147.TAB,45.589595175411894,1.5161624494949156E8,0.011262340444712741,-1.0842596377459851E-11,0.3410727113856731
1.9063,12.895,4.3476,4.3325,0.040067,0.048802,1.5718,5.8083,25.73,0.38656,5.00E+07,15,SPIMDL00148.TAB,26.235536429126583,1.438622380283213E8,5.171582960772855E-4,-2.5626120121678297E-14,0.9372698599119472
5.4155,9.1094,3.3882,3.0876,0.019119,0.037951,1.0752,3.0508,26.959,0.013977,5.00E+07,15,SPIMDL00149.TAB,64.18822763755858,1.666775113716475E8,0.0010020329708844047,-5.027135091112726E-13,0.5974104764949444
4.9538,4.9587,3.8677,3.1706,0.0097409,0.041171,2.3731,3.222,34.155,0.2018,5.00E+07,15,SPIMDL00150.TAB,48.33151780113857,1.6132256802496985E8,4.256726969209785E-5,-4.075303239447312E-14,0.6324642771417636
3.2552,4.5933,3.5311,3.195,0.019763,0.0090494,2.1596,7.8543,21.192,0.74897,5.00E+07,15,SPIMDL00151.TAB,30.118354968677057,1.6341659369452924E8,1.835353481746378E-4,-1.2793812520253229E-13,0.22321712876937025
2.6082,7.2963,3.8779,3.1793,0.037672,0.017091,0.90973,6.1828,24.37,0.52615,5.00E+07,15,SPIMDL00152.TAB,34.707102714031386,1.5787799681714877E8,8.408608746190326E-5,-1.7396654852608566E-13,0.4290131992329736
2.3585,9.8998,3.2383,4.533,0.035181,0.016342,1.0256,2.6183,33.418,0.16672,5.00E+07,15,SPIMDL00153.TAB,49.065545955942945,1.5422824727608824E8,6.436792004353068E-5,2.515349391635822E-13,0.42103776268619747
2.04,10.77,3.2585,3.7414,0.021971,0.019296,2.0983,6.9245,6.3201,0.47714,5.00E+07,15,SPIMDL00154.TAB,28.315888502245375,1.6204401325574058E8,0.029607321591433387,2.0127054502594405E-11,0.37654744734794726
4.8993,4.5903,3.5403,4.292,0.027782,0.036618,1.3943,2.3034,30.408,0.092957,5.00E+07,15,SPIMDL00155.TAB,52.6737691567215,1.502496229354464E8,4.622336678758975E-5,3.681417691232992E-14,0.6835990202926665
4.857,9.9569,3.4762,4.3605,0.012937,0.013446,1.0923,8.5673,12.367,0.41248,5.00E+07,15,SPIMDL00156.TAB,39.12961086191553,1.526680549444722E8,0.0138715505071275,1.259849228073339E-11,0.27103295142981454
2.694,9.4173,4.4452,4.1099,0.024637,0.01138,0.979,3.5985,17.025,0.5901,5.00E+07,15,SPIMDL00157.TAB,44.70949560183523,1.444475355899297E8,0.0020350043798015214,-1.310250673342472E-12,0.3153835345006912
5.9792,11.28,3.5336,3.1997,0.01375,0.027974,1.0585,2.8872,9.3759,0.31294,5.00E+07,15,SPIMDL00158.TAB,71.0418706741394,1.6335038834958956E8,0.04490334847386454,-1.261288230519825E-11,0.46013215273099334
6.8742,7.3702,3.0359,3.9182,0.034389,0.019424,0.74955,4.1098,4.1117,0.066488,5.00E+07,15,SPIMDL00159.TAB,60.395720193038585,1.601149201878667E8,0.10211875852709526,-1.216925007670578E-12,0.44017715459733076
4.6109,12.582,3.7622,3.6195,0.033221,0.008449,1.9546,5.4473,5.0638,0.43381,5.00E+07,15,SPIMDL00160.TAB,47.6544660453,1.5589499584431776E8,0.08693977214060408,-2.078298958034251E-11,0.2912116012265297
6.2619,5.1001,4.1191,4.3468,0.027394,0.033365,1.9843,3.2932,19.209,0.47481,5.00E+07,15,SPIMDL00161.TAB,48.54655940083464,1.4533441983459008E8,0.0028785556025419266,2.4622663445361157E-13,0.6549862334593574
3.8483,5.24,3.2329,4.108,0.045587,0.032527,1.6178,2.3267,10.151,0.096078,5.00E+07,15,SPIMDL00162.TAB,51.15827507564946,1.5552223314154658E8,0.015057019479517462,1.164967969216799E-11,0.7981200920641514
4.1526,11.597,3.7463,4.0215,0.0047304,0.014147,1.6016,6.4583,19.696,0.64701,5.00E+07,15,SPIMDL00163.TAB,42.47610830357854,1.5255405938908693E8,0.004270912033214672,1.9464407959120653E-12,0.2404702707542671
5.5011,3.1324,4.2722,3.6727,0.034294,0.012112,2.0959,7.2201,31.702,0.36401,5.00E+07,15,SPIMDL00164.TAB,29.55740721365122,1.5207989126535445E8,1.629040749436568E-5,9.12026736119081E-15,0.3562860423454006
3.0738,7.8576,3.1367,3.6761,0.011295,0.045632,0.66513,4.6199,10.554,0.21097,5.00E+07,15,SPIMDL00165.TAB,44.82525992281228,1.6352475777701944E8,0.008969123511984738,7.272954902027311E-12,0.6694156957587679
3.7584,5.4073,3.2249,3.2216,0.047459,0.0028069,1.0616,4.9536,29.549,0.23592,5.00E+07,15,SPIMDL00166.TAB,45.37422882166075,1.6698364021813273E8,2.267609136452987E-5,1.0170450082542163E-14,0.25931234671841
2.5225,8.3687,3.5158,3.9126,0.03735,0.020715,1.1435,7.5209,33.667,0.49526,5.00E+07,15,SPIMDL00167.TAB,29.87829881024879,1.5672991244195998E8,1.7178678821859167E-5,2.4743212125371322E-14,0.48015543673875927
1.56,2.2803,3.2651,3.6382,0.049958,0.022174,0.38364,4.2305,4.6983,0.37107,5.00E+07,15,SPIMDL00168.TAB,29.022364928265365,1.6177020421106604E8,0.003461849350251805,1.1617581623777894E-12,0.5862508397497758
2.799,11.228,4.5938,3.3516,0.0012429,0.026071,1.7625,5.6903,18.139,0.33403,5.00E+07,15,SPIMDL00169.TAB,34.75409917873345,1.481405332575441E8,0.002801349624610771,-6.939199251165061E-12,0.4096145101388847
4.2525,9.5761,3.5453,3.3499,0.040475,0.016009,0.86246,2.3537,14.239,0.24609,5.00E+07,15,SPIMDL00170.TAB,67.95157834096017,1.6136701629139596E8,0.009290461311588758,-2.4465708647864882E-12,0.42242994160749153
6.2363,11.953,4.4139,4.06,0.0066355,0.0084787,1.4459,6.027,13.211,0.41917,5.00E+07,15,SPIMDL00171.TAB,49.739466311925966,1.4547549379688892E8,0.02345522118615299,-7.057728711008916E-12,0.17300054928880446
2.0951,9.1006,3.7058,3.2766,0.026764,0.047025,0.89383,2.6063,5.7366,0.011059,5.00E+07,15,SPIMDL00172.TAB,45.91773884744807,1.5969178719660679E8,0.031169057219312794,-1.9913952228977803E-11,0.7738939209618487
6.8322,6.7309,3.7651,4.4454,0.021184,0.02676,2.2629,4.7674,30.134,0.40901,5.00E+07,15,SPIMDL00173.TAB,46.313930963880516,1.4709923738338485E8,6.644821839272605E-4,3.706608030225194E-13,0.5707863909749116
1.8269,4.0705,4.0393,4.4526,0.012293,0.0063273,0.63648,5.0363,2.9797,0.70175,5.00E+07,15,SPIMDL00174.TAB,29.70057129438478,1.4623662084150222E8,0.027642416355202107,9.354291537034178E-12,0.17614000027696325
5.6254,4.1993,3.7667,4.1615,0.019219,0.043605,1.1987,3.0736,12.024,0.36069,5.00E+07,15,SPIMDL00175.TAB,49.901484841265955,1.4988880049939796E8,0.007710900164347192,1.231665857190661E-12,0.843229649554633
3.1516,4.7707,3.3425,4.1584,0.0051823,0.04046,1.6356,2.8027,15.227,0.24761,5.00E+07,15,SPIMDL00176.TAB,45.21594836805095,1.5432607735212356E8,0.0018205503281501555,2.3237906927155904E-12,0.6166239601648357
6.5569,12.278,4.2665,3.041,0.020627,0.042462,1.7652,5.0974,9.5715,0.6015,5.00E+07,15,SPIMDL00177.TAB,54.4039569144068,1.5660237290734196E8,0.04787495483876654,-4.494667644167264E-11,0.7017055713244164
2.8925,11.38,3.7475,4.2271,0.04107,0.044505,1.2851,4.381,20.525,0.11035,5.00E+07,15,SPIMDL00178.TAB,39.629614181049426,1.509905081337236E8,0.002170435019692258,2.2182480656311317E-12,0.8409861597752102
5.7741,11.005,4.4189,4.1604,0.042051,0.029735,1.7243,5.0287,4.1409,0.062738,5.00E+07,15,SPIMDL00179.TAB,46.65255725843023,1.4471111931362918E8,0.11906517570475492,-4.5843646610165706E-11,0.6736048394715753
4.5573,12.99,4.6957,4.3643,0.037411,0.034457,2.0053,5.674,12.227,0.33502,5.00E+07,15,SPIMDL00180.TAB,40.057309604836384,1.4057874468397358E8,0.023964188129009717,-9.453674011706858E-12,0.7410914186304118
3.9366,5.1144,3.3507,4.6473,0.045648,0.039644,2.4397,2.8202,4.6032,0.35017,5.00E+07,15,SPIMDL00181.TAB,43.59044121782992,1.484602582068317E8,0.08355971130550663,4.6119256340260604E-11,0.8144292884974049
4.784,11.001,3.7926,4.384,0.0066052,0.027645,1.4135,7.6209,31.06,0.54833,5.00E+07,15,SPIMDL00182.TAB,39.698742896623806,1.4903441460348928E8,5.706703154956963E-4,6.836425792628054E-13,0.45623112661721255
1.9308,12.038,4.6651,4.4896,0.034965,0.028997,0.59633,7.0397,26.585,0.52061,5.00E+07,15,SPIMDL00183.TAB,24.70303811845557,1.395635205192068E8,1.6111259708192024E-4,3.765838271650673E-14,1.2252326585638769
2.7418,7.2622,3.5167,4.4787,0.015967,0.023769,2.4011,4.5869,22.611,0.39306,5.00E+07,15,SPIMDL00184.TAB,35.60185373396459,1.5081490824585757E8,6.924927784859134E-4,1.4960910111041516E-12,0.44593083418351553
2.3824,3.6257,4.4354,4.3957,0.046306,0.011565,0.30676,8.4919,15.187,0.15809,5.00E+07,15,SPIMDL00185.TAB,21.73219301427218,1.426278129315172E8,4.67092647658687E-5,-3.913647735785681E-15,0.44140232663060386
6.1968,7.976,3.9449,3.0972,0.0071561,0.0097824,0.42171,7.1745,7.0235,0.12061,5.00E+07,15,SPIMDL00186.TAB,49.42260798412075,1.595107812466969E8,0.037991202203476515,-1.1700669797387054E-11,0.18058972132718906
2.0881,8.7199,4.4536,3.2386,0.039411,0.0046318,1.291,3.7128,14.281,0.30349,5.00E+07,15,SPIMDL00187.TAB,38.67987656160034,1.5070985993228075E8,0.002517208593551371,-6.203867078967198E-12,0.27707559948700666
3.3783,8.7318,3.1741,4.3795,0.031164,0.013394,1.3348,2.4638,18.109,0.32927,5.00E+07,15,SPIMDL00188.TAB,56.79952393059659,1.5496174115915364E8,0.003293400521901,6.941966848642263E-12,0.3831855483402607
3.2884,10.151,3.0904,3.6004,0.008663,0.026768,1.7859,5.4408,7.145,0.73004,5.00E+07,15,SPIMDL00189.TAB,43.00312027298582,1.649748088456738E8,0.03723717299281251,2.1157589164079464E-11,0.41007471237985205
5.644,5.5874,3.5072,3.8781,0.038501,0.034198,1.6575,8.2005,14.338,0.69446,5.00E+07,15,SPIMDL00190.TAB,35.294259090034444,1.5568237632364598E8,0.00526961942456476,1.1012250690334424E-12,0.6698748019147166
1.8713,3.59,3.9489,4.1559,0.00098927,0.0098433,1.4358,4.5767,10.691,0.23321,5.00E+07,15,SPIMDL00191.TAB,28.58511205659988,1.4907814697676083E8,0.0012685882102608974,4.589511605256002E-13,0.16143586410758318
6.0203,9.6168,4.3748,4.0121,0.011942,0.0086866,2.2294,4.7171,19.846,0.64445,5.00E+07,15,SPIMDL00192.TAB,50.8625097597898,1.4649075599212828E8,0.006883601490531562,-2.574910958865692E-12,0.4113508038796677
2.6784,5.4581,3.4657,4.6753,0.0021604,0.021266,1.1024,8.0283,14.739,0.41464,5.00E+07,15,SPIMDL00193.TAB,26.92477960973987,1.5053458898601657E8,9.21368125815984E-4,2.0026928359761873E-12,0.33774299518035816
4.0841,12.085,3.0514,4.4744,0.0092471,0.0074552,2.2731,7.912,16.064,0.40183,5.00E+07,15,SPIMDL00194.TAB,37.93518440615294,1.5726514749722448E8,0.01136709951580575,2.3066116127349164E-11,0.15771102246335547
2.0981,5.9419,3.5227,3.3569,0.0012645,0.043467,2.3224,5.7551,12.264,0.62685,5.00E+07,15,SPIMDL00195.TAB,28.91539678829756,1.6131850110864165E8,0.003308329475198281,-1.0955542425730512E-12,0.6088566510128731
3.9516,2.9126,4.3328,3.8571,0.029455,0.038111,2.3051,6.2804,25.793,0.59029,5.00E+07,15,SPIMDL00196.TAB,27.155243786127485,1.490720531485642E8,2.501302184922133E-5,-7.598491307616173E-15,0.7151003789000684
2.6876,6.2483,4.5198,3.3209,0.045443,0.023338,2.0819,2.7259,30.573,0.39602,5.00E+07,15,SPIMDL00197.TAB,43.494144828315385,1.5155393820435154E8,2.8161653042244206E-5,-1.0266154274439422E-13,0.5938740237161779
2.179,5.6184,3.9802,4.6651,0.037433,0.038038,1.2513,2.4103,20.414,0.0016759,5.00E+07,15,SPIMDL00198.TAB,40.19997250968674,1.444967078808088E8,1.8958200325304786E-4,3.377752180630309E-13,0.8383010830266462
5.5008,2.0288,4.478,3.2549,0.036877,0.025061,0.70417,6.672,18.863,0.27818,5.00E+07,15,SPIMDL00199.TAB,27.668013957521783,1.5723809531373975E8,9.280876247254747E-5,2.272914561269253E-13,0.5406814090227496
3.0189,7.5125,3.7053,4.0592,0.0014906,0.023629,1.9869,8.0984,7.9837,0.32833,5.00E+07,15,SPIMDL00200.TAB,28.899090402880233,1.5274507572166905E8,0.019894227016832702,8.367253778953787E-12,0.36321062603126836
4.1065,10.077,3.7617,3.0164,0.024397,0.00083459,1.4669,4.2876,24.859,0.47078,5.00E+07,15,SPIMDL00201.TAB,53.85414327741524,1.6214961199644658E8,0.0010703078714795517,-1.6667933111977117E-12,0.13213275309501915
5.4877,6.0673,4.198,3.0441,0.039311,0.0056076,1.2028,7.9719,25.071,0.1128,5.00E+07,15,SPIMDL00202.TAB,38.520257651999835,1.582620634291469E8,3.430395835753693E-4,-3.6599612155526646E-13,0.2745366576669683
4.4955,12.636,3.9415,3.1712,0.027551,0.0039042,1.9511,3.3173,27.36,0.41889,5.00E+07,15,SPIMDL00203.TAB,58.5364425698626,1.586696611442233E8,0.0018155359299442183,-2.8095000157491102E-12,0.1972814254667434
2.5327,12.124,4.2452,3.7682,0.034985,0.0099307,1.1153,3.2907,24.045,0.30422,5.00E+07,15,SPIMDL00204.TAB,45.69908933817618,1.4896997849066532E8,8.093347365909849E-4,-8.818705999395974E-13,0.338944949084631
4.6126,8.7638,3.5004,3.3416,0.023603,0.046235,1.0336,2.0599,3.4227,0.042333,5.00E+07,15,SPIMDL00205.TAB,66.38722694572257,1.6212846134665444E8,0.124166546298728,-4.919079197380091E-11,0.744438213164107
5.4277,7.4117,4.2908,4.3194,0.020513,0.0032786,0.53376,4.9053,4.019,0.10508,5.00E+07,15,SPIMDL00206.TAB,50.49158763023124,1.444911907751248E8,0.08018347265286503,-7.473834435828336E-12,0.2239262244009591
4.7907,6.1675,3.1513,3.7092,0.0020345,0.04856,1.227,8.0698,10.932,0.29397,5.00E+07,15,SPIMDL00207.TAB,36.07312546957469,1.6187750908271194E8,0.010197132129608027,4.452682468181329E-12,0.6725272680354338
3.9407,4.0339,3.7664,4.4158,0.00027209,0.014603,1.5627,5.9759,4.1891,0.34477,5.00E+07,15,SPIMDL00208.TAB,33.35554438093192,1.4765568413231683E8,0.04775708519740164,1.041289278732196E-11,0.23292642560382926
6.6355,8.384,3.3568,3.9497,0.0022931,0.023041,1.3039,5.5058,29.709,0.25117,5.00E+07,15,SPIMDL00209.TAB,52.169196000266716,1.56609290638992E8,7.668355821815377E-4,4.760475978860411E-13,0.34977889946025825
2.08,11.245,4.597,3.4318,0.034794,0.019768,2.4986,4.3058,31.558,0.64028,5.00E+07,15,SPIMDL00210.TAB,33.07250701989157,1.4766223765867716E8,1.720460889619406E-4,-5.051857688673853E-13,0.49262581503557745
3.6936,12.993,3.8266,3.2878,0.036279,0.014291,1.0426,7.1901,24.548,0.44865,5.00E+07,15,SPIMDL00211.TAB,40.1285091126256,1.575409291261085E8,0.0013140125840760608,-1.5950560597367054E-12,0.3841202199098176
3.5706,7.7467,4.1406,3.1317,0.049374,0.041373,1.1013,5.8443,27.011,0.1508,5.00E+07,15,SPIMDL00212.TAB,38.1434667485888,1.5603756669567904E8,1.4668047390201257E-4,-3.851035700614525E-13,0.8090772136254083
5.4863,4.4752,4.6521,3.2369,0.038594,0.041907,2.1052,3.7518,16.795,0.11064,5.00E+07,15,SPIMDL00213.TAB,43.1542739433818,1.5405338277343634E8,0.003157520559519016,-2.4053261455280124E-12,0.7829218943070585
6.5378,3.2351,3.4557,3.1269,0.02927,0.02475,2.2803,6.1411,31.977,0.57128,5.00E+07,15,SPIMDL00214.TAB,36.892512532232686,1.665818380370728E8,4.416283528006742E-5,1.3306519339169057E-14,0.4710964633467945
3.184,7.7505,3.93,3.4705,0.039258,0.0074764,0.3212,6.6821,20.405,0.48474,5.00E+07,15,SPIMDL00215.TAB,38.033757122728396,1.5476104289632812E8,3.58223699012535E-4,-4.623530327714954E-13,0.3197368746867299
4.9548,10.236,3.8936,4.5876,0.010789,0.045013,0.71845,7.0656,14.05,0.25704,5.00E+07,15,SPIMDL00216.TAB,40.93413838107562,1.4640102049366185E8,0.010278188765659177,7.672791462960809E-12,0.814614127593807
4.482,11.26,3.4118,4.4767,0.039639,0.039159,1.686,3.844,6.7172,0.045177,5.00E+07,15,SPIMDL00217.TAB,48.903825247779366,1.5156024875967777E8,0.06953456667027902,4.9924122438385176E-11,0.7649313611102052
5.2332,8.999,4.646,3.5632,0.010397,0.010823,1.5955,8.3979,30.907,0.31665,5.00E+07,15,SPIMDL00218.TAB,37.561362536500646,1.474086185202121E8,3.264901598660914E-4,-6.279870596530936E-13,0.22662087348396778
3.7168,11.641,4.6296,4.0368,0.026982,0.011735,0.97788,8.647,25.542,0.3476,5.00E+07,15,SPIMDL00219.TAB,32.779933825483205,1.428181539500641E8,7.438195637141636E-4,-9.284638326610114E-13,0.34011805353423824
2.3075,12.348,3.4149,3.0302,0.028905,0.037315,1.0035,4.5243,28.1,0.39513,5.00E+07,15,SPIMDL00220.TAB,40.911825108543525,1.656871633833641E8,2.779595443922044E-4,-3.160139888353295E-13,0.629225455464652
